Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Dmitry Namiot, Manfred Sneps-Sneppe","36968180200;57208345002;","On Bikes in Smart Cities",2019,"Automatic Control and Computer Sciences","53","1",,"63","71",,,"10.3103/S0146411619010085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064564863&doi=10.3103%2fS0146411619010085&partnerID=40&md5=473b26cb5e5265d9ac730693c8cc8dcc",Article,"Final",,Scopus,2-s2.0-85064564863
"Firmansyah, H.S., Supangkat, S.H., Arman, A.A., Giabbanelli, P.J.","57208426544;6506896570;56039352800;36991939300;","Identifying the Components and Interrelationships of Smart Cities in Indonesia: Supporting Policymaking via Fuzzy Cognitive Systems",2019,"IEEE Access","7",, 6287639,"46136","46151",,2,"10.1109/ACCESS.2019.2908622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064762254&doi=10.1109%2fACCESS.2019.2908622&partnerID=40&md5=fe014255d4698b8a7d5089a22ddc2c09",Article,"Final",Open Access,Scopus,2-s2.0-85064762254
"Farmanbar, M., Parham, K., Arild, O., Rong, C.","56725630600;36657416400;15762015500;7005804907;","A widespread review of smart grids towards smart cities",2019,"Energies","12","23", 4484,"","",,,"10.3390/en12234484","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076150027&doi=10.3390%2fen12234484&partnerID=40&md5=1c46071da4005056b1e9ef68fd575ffd",Review,"Final",Open Access,Scopus,2-s2.0-85076150027
"Taamallah, A., Khemaja, M., Faiz, S.","57105736800;24824506700;55888028100;","A web-based platform for strategy design in smart cities",2019,"International Journal of Web Based Communities","15","1",,"62","84",,,"10.1504/IJWBC.2019.098698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063739823&doi=10.1504%2fIJWBC.2019.098698&partnerID=40&md5=7bf07166e37ef4e23cdcf76224b23d30",Article,"Final",,Scopus,2-s2.0-85063739823
"Lu, Q., Xu, W., Zhang, H., Tang, Q., Li, J., Fang, R.","56468475200;57209456415;57209461523;57209459546;56023482000;57209459695;","ElectricVIS: visual analysis system for power supply data of smart city",2019,"Journal of Supercomputing",,,,"","",,,"10.1007/s11227-019-02924-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067788123&doi=10.1007%2fs11227-019-02924-4&partnerID=40&md5=09c596faa81660c7d8ea6fd42b7c4671",Article,"Article in Press",,Scopus,2-s2.0-85067788123
"Soomro, K., Bhutta, M.N.M., Khan, Z., Tahir, M.A.","23480366500;57203205910;36196546400;57192503660;","Smart city big data analytics: An advanced review",2019,"Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery","9","5", e1319,"","",,2,"10.1002/widm.1319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067504614&doi=10.1002%2fwidm.1319&partnerID=40&md5=cf97f97be9585cd59dfaf4071b10f3f2",Review,"Final",,Scopus,2-s2.0-85067504614
"Hammad, A.W.A., Akbarnezhad, A., Haddad, A., Vazquez, E.G.","56430620200;36730725400;23012063300;54796275200;","Sustainable zoning, land-use allocation and facility location optimisation in smart cities",2019,"Energies","12","7", 1318,"","",,1,"10.3390/en12071318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065289885&doi=10.3390%2fen12071318&partnerID=40&md5=e51c76ebb316d20ce2c8ddcffeca7b03",Article,"Final",Open Access,Scopus,2-s2.0-85065289885
"Durst, M.","57212048699;","Internet of things-enabled smart governance and the sustainable development of innovative data-driven urban ecosystems",2019,"Geopolitics, History, and International Relations","11","2",,"20","26",,,"10.22381/GHIR11220193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075808966&doi=10.22381%2fGHIR11220193&partnerID=40&md5=93018685d5ecb7d86eb5b2b13041f72d",Article,"Final",Open Access,Scopus,2-s2.0-85075808966
"Taweesaengsakulthai, S., Laochankham, S., Kamnuansilpa, P., Wongthanavasu, S.","57206899318;57206891226;6603336373;57194896373;","Thailand Smart Cities: What is the Path to Success?",2019,"Asian Politics and Policy","11","1",,"144","156",,1,"10.1111/aspp.12445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062087822&doi=10.1111%2faspp.12445&partnerID=40&md5=054cee38a2bff92837989571edaf0b88",Review,"Final",Open Access,Scopus,2-s2.0-85062087822
"Neuner, S., Fohringer, R.","57211920926;57211927879;","IKB-Smart-City-Lab: ein innovatives Hybrid-Netz für die urbane Energieversorgung von morgen",2019,"Elektrotechnik und Informationstechnik",,,,"","",,,"10.1007/s00502-019-00762-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075364260&doi=10.1007%2fs00502-019-00762-z&partnerID=40&md5=bddc6e637d27697f249a075c14313d21",Article,"Article in Press",,Scopus,2-s2.0-85075364260
"Castanho, M.S., Ferreira, F.A.F., Carayannis, E.G., Ferreira, J.J.M.","57208647265;37115389700;7006225155;25959981800;","SMART-C: Developing a &amp;#x201C;Smart City&amp;#x201D; Assessment System Using Cognitive Mapping and the Choquet Integral",2019,"IEEE Transactions on Engineering Management",,,,"","",,,"10.1109/TEM.2019.2909668","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065428267&doi=10.1109%2fTEM.2019.2909668&partnerID=40&md5=ec165ce84bbe89c93a78b69efd5c2c6b",Article,"Article in Press",,Scopus,2-s2.0-85065428267
"Delgado, A.L., Olmedo, E., Tadeu, P., Fernández Batanero, J.M.","57211801323;57211798690;57211804484;23979324500;","Proposal of Mobile Applications conditions to develop a Personal Accessibility Environment for users with visual disabilities in Smart Cities [Propuesta de las condiciones de las Aplicaciones móviles, para la construcción de un Entorno de Accesibilidad Personal para usuarios con discapacidad visual en las Smart Cities]",2019,"Aula Abierta","48","2",,"193","201",,,"10.17811/rifie.48.2.2019.193-202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075060147&doi=10.17811%2frifie.48.2.2019.193-202&partnerID=40&md5=439c61ee866671067656fdb6d7fc298d",Article,"Final",Open Access,Scopus,2-s2.0-85075060147
"Xing, J., Sieber, R., Roche, S.","57203342158;56276935100;57211583807;","Rethinking Spatial Tessellation in an Era of the Smart City",2019,"Annals of the American Association of Geographers",,,,"","",,,"10.1080/24694452.2019.1662766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074493479&doi=10.1080%2f24694452.2019.1662766&partnerID=40&md5=c0850fa45f61c5e8aaf50e4db80ef872",Article,"Article in Press",,Scopus,2-s2.0-85074493479
"Bašić, S., Strmo, N.V., Sladoljev, M.","57200366625;44662028200;57211573845;","Smart cities and buildings [Pametni gradovi i zgrade]",2019,"Gradjevinar","71","10",,"949","964",,,"10.14256/JCE.2733.2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074516449&doi=10.14256%2fJCE.2733.2019&partnerID=40&md5=6815c70c2e5efc181a9823cad17ed28e",Review,"Final",Open Access,Scopus,2-s2.0-85074516449
"Jia, G., Zhu, Y., Han, G., Chan, S., Shu, L.","36198207900;57211429438;57210807339;13310352900;57204106971;","STC: an intelligent trash can system based on both NB-IoT and edge computing for smart cities",2019,"Enterprise Information Systems",,,,"","",,,"10.1080/17517575.2019.1669833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073984109&doi=10.1080%2f17517575.2019.1669833&partnerID=40&md5=9dd5b2ba2898b17c92114f168a8fe39a",Article,"Article in Press",,Scopus,2-s2.0-85073984109
"Rico, C.V.","56127027900;","Smart city: between transparency and control [La ciudad inteligente: entre la transparencia y el control]",2019,"Revista General de Derecho Administrativo","2019","50", 421181,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069803591&partnerID=40&md5=dc80f956f1fb4aac706b1afb9cdad855",Article,"Final",,Scopus,2-s2.0-85069803591
"Perng, S.-Y., Maalsen, S.","56732708100;57193780226;","Civic Infrastructure and the Appropriation of the Corporate Smart City",2019,"Annals of the American Association of Geographers",,,,"","",,,"10.1080/24694452.2019.1674629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075117909&doi=10.1080%2f24694452.2019.1674629&partnerID=40&md5=6b00ef9797a86612d88455ed8eed7f56",Article,"Article in Press",,Scopus,2-s2.0-85075117909
"Jiang, H., Geertman, S., Witte, P.","57208839176;55929071400;55443563200;","Smart urban governance: An urgent symbiosis?",2019,"Information Polity","24","3",,"245","269",,,"10.3233/IP-190130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072180286&doi=10.3233%2fIP-190130&partnerID=40&md5=011780eee986c8471d71dd06af1b929c",Article,"Final",,Scopus,2-s2.0-85072180286
"Hamdaoui, B., Alkalbani, M., Znati, T., Rayes, A.","8378123100;57211576740;55664245600;7004857540;","Unleashing the Power of Participatory IoT with Blockchains for Increased Safety and Situation Awareness of Smart Cities",2019,"IEEE Network",,,,"","",,,"10.1109/MNET.001.1900253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074500946&doi=10.1109%2fMNET.001.1900253&partnerID=40&md5=544ef73080306afc29d877bda31b5ed8",Article,"Article in Press",,Scopus,2-s2.0-85074500946
"Gillenwater, C.","57209856912;","A view from the front SEAt how Smart City projects are driving economic development in Chattanooga, Tenn.",2019,"American City and County","134","3",,"8","11",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068930882&partnerID=40&md5=fba7e13396b21eb4749d36cc322f6ffb",Article,"Final",,Scopus,2-s2.0-85068930882
"Esposti, P.D.","57210583927;","The soft boundaries of the smart city in the push to urbanise technology [I confini ibridi della smart city nel processo di urbanizzazione della tecnologia]",2019,"Sociologia Urbana e Rurale",,"118",,"161","177",,,"10.3280/SUR2019-118012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070991834&doi=10.3280%2fSUR2019-118012&partnerID=40&md5=a11da293bf96329c66717851ab549dfb",Article,"Final",,Scopus,2-s2.0-85070991834
"Gil, O., Cortés-Cediel, M.E., Cantador, I.","57201342030;57201339520;8950556300;","Citizen participation and the rise of digital media platforms in smart governance and smart cities",2019,"International Journal of E-Planning Research","8","1",,"19","34",,2,"10.4018/IJEPR.2019010102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057171734&doi=10.4018%2fIJEPR.2019010102&partnerID=40&md5=43c1b5ebd50ebe79928198d324ff158e",Article,"Final",,Scopus,2-s2.0-85057171734
"Li, H., Liu, Y., Qin, Z., Rong, H., Liu, Q.","56344718800;35760462200;55625158400;18936956200;55712179000;","A Large-Scale Urban Vehicular Network Framework for IoT in Smart Cities",2019,"IEEE Access","7",, 8723647,"74437","74449",,,"10.1109/ACCESS.2019.2919544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068229119&doi=10.1109%2fACCESS.2019.2919544&partnerID=40&md5=dabb1fd66be203f1a772a0eed4e26f5a",Article,"Final",Open Access,Scopus,2-s2.0-85068229119
"Ang, L.-M., Seng, K.P., Ijemaru, G.K., Zungeru, A.M.","9336377000;6603612056;57198763871;54421729200;","Deployment of IoV for Smart Cities: Applications, Architecture, and Challenges",2019,"IEEE Access","7",, 8579129,"6473","6492",,3,"10.1109/ACCESS.2018.2887076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058886680&doi=10.1109%2fACCESS.2018.2887076&partnerID=40&md5=5b132b251b9271dbd237be7a6ceefacb",Article,"Final",Open Access,Scopus,2-s2.0-85058886680
"Javidroozi, V., Shah, H., Feldman, G.","56203620900;7202873528;55930170300;","Urban Computing and Smart Cities: Towards Changing City Processes by Applying Enterprise Systems Integration Practices",2019,"IEEE Access","7",, 8787780,"108023","108034",,,"10.1109/ACCESS.2019.2933045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071139150&doi=10.1109%2fACCESS.2019.2933045&partnerID=40&md5=4a995e80a54dc8cddab8c70067675d47",Article,"Final",Open Access,Scopus,2-s2.0-85071139150
"Webster, C.W.R., Leleux, C.","55651819100;26040916600;","Searching for the real sustainable smart city?",2019,"Information Polity","24","3",,"229","244",,,"10.3233/IP-190132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072162503&doi=10.3233%2fIP-190132&partnerID=40&md5=d6ddc1977735054ce28a4226e79d304f",Article,"Final",,Scopus,2-s2.0-85072162503
"Linares, M.P., Montero, L., Casanovas, J.","55600714100;7003966532;57211142263;","A Traffic Simulation Tool for Assessing Smart City Policies (CitScale)",2019,"Computing in Science and Engineering",,,,"","",,,"10.1109/MCSE.2019.2943755","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072775549&doi=10.1109%2fMCSE.2019.2943755&partnerID=40&md5=576fd9a6a2e2e8b71578a2412a93e95f",Article,"Article in Press",,Scopus,2-s2.0-85072775549
"Aslam, M.S., Khan, A., Atif, A., Hassan, S.A., Mahmood, A., Qureshi, H.K., Gidlund, M.","57211577463;57211578835;57211576019;36679064300;36024046600;16643746200;25641313800;","Exploring Multi-Hop LoRa for Green Smart Cities",2019,"IEEE Network",,,,"","",,,"10.1109/MNET.001.1900269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074482374&doi=10.1109%2fMNET.001.1900269&partnerID=40&md5=6b059cda0ad0d22ca3c54c2a8985a921",Article,"Article in Press",,Scopus,2-s2.0-85074482374
"Caputo, F., Formisano, V., Buhonova, B., Walletzky, L.","57189995566;56985660700;57208568078;57208563944;","Depicting a conceptual framework for smart city",2019,"World Review of Entrepreneurship, Management and Sustainable Development","15","3",,"379","392",,,"10.1504/WREMSD.2019.099418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065125828&doi=10.1504%2fWREMSD.2019.099418&partnerID=40&md5=16ddf4c78e35a080bead2d2c30633285",Article,"Final",,Scopus,2-s2.0-85065125828
"Gutberlet, T.","57212089499;","Data-driven smart sustainable cities: Highly networked urban environments and automated algorithmic decision-making processes",2019,"Geopolitics, History, and International Relations","11","2",,"55","61",,,"10.22381/GHIR11220198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075877090&doi=10.22381%2fGHIR11220198&partnerID=40&md5=c92957d67895f674e487ce6401b40d81",Article,"Final",Open Access,Scopus,2-s2.0-85075877090
"Zhuravleva, N.A., Nica, E., Durana, P.","56583893700;25636532400;57205119019;","Sustainable smart cities: Networked digital technologies, cognitive big data analytics, and information technology-driven economy",2019,"Geopolitics, History, and International Relations","11","2",,"41","47",,,"10.22381/GHIR11220196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075877993&doi=10.22381%2fGHIR11220196&partnerID=40&md5=e40b14ba3ca1fcb8e41233ebd842b9ef",Article,"Final",Open Access,Scopus,2-s2.0-85075877993
"Prieto, A.E., Mazon, J., Lozano-Tello, A.","25123067600;14056608400;22734525900;","Framework for Prioritization of Open Data Publication: An Application to Smart Cities",2019,"IEEE Transactions on Emerging Topics in Computing",,,,"","",,,"10.1109/TETC.2019.2893016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074809073&doi=10.1109%2fTETC.2019.2893016&partnerID=40&md5=69f87194d2ec750dfd2bfad5a6e66050",Article,"Article in Press",,Scopus,2-s2.0-85074809073
"Copaja-Alegre1, M., Esponda-Alva, C.","57210588838;57210586671;","Technology and innovation towards the smart city. Advances, perspectives and challenges [Tecnología e innovación hacia la ciudad inteligente. Avances, perspectivas y desafíos]",2019,"Bitacora Urbano Territorial","29","2",,"59","70",,1,"10.15446/bitacora.v29n2.68333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071031616&doi=10.15446%2fbitacora.v29n2.68333&partnerID=40&md5=dc78f6280c96cf630e62aa1f3552b4d7",Article,"Final",Open Access,Scopus,2-s2.0-85071031616
"Mariano, A.M., Ramírez-Correa, P., Alfaro-Pérez, J., Painén-Aravena, G., Machorro-Ramos, F.","56425509000;57202771208;54790826500;57205705581;57188737208;","The role of technology acceptance in smart cities: A study of uber Brazil users’ perceptions [O papel da aceitação da tecnologia nas cidades inteligentes: Um estudo das percepções dos usuários do uber Brasil]",2019,"RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao",,"E17",,"571","583",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061200732&partnerID=40&md5=0b4e9fa89ded430969216802a4f24450",Article,"Final",,Scopus,2-s2.0-85061200732
"Jeong, Y.-S., Park, J.J.","14008238800;36624012700;","IoT and smart city technology: Challenges, opportunities, and solutions",2019,"Journal of Information Processing Systems","15","2",,"233","238",,3,"10.3745/JIPS.04.0113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065092000&doi=10.3745%2fJIPS.04.0113&partnerID=40&md5=782e2483122369c68492a99b18f1a307",Article,"Final",,Scopus,2-s2.0-85065092000
"Alqahtani, F., Al-Makhadmeh, Z., Said, O., Tolba, A.","56113467000;57196260251;55872008700;56442428300;","CMRS: A Classifier Matrix Recognition System for Traffic Management and Analysis in a Smart City Environment",2019,"IEEE Access","7",, 8893996,"163301","163312",,,"10.1109/ACCESS.2019.2952168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075795520&doi=10.1109%2fACCESS.2019.2952168&partnerID=40&md5=bd2a0bd8bd2bc6ee50281b5eeda7cd5b",Article,"Final",Open Access,Scopus,2-s2.0-85075795520
"Basu, I.","57200543196;","Elite discourse coalitions and the governance of ‘smart spaces’: Politics, power and privilege in India's Smart Cities Mission",2019,"Political Geography","68",,,"77","85",,1,"10.1016/j.polgeo.2018.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056939399&doi=10.1016%2fj.polgeo.2018.11.002&partnerID=40&md5=ac9b82c86d4d8f22fd029f9adfede41c",Article,"Final",,Scopus,2-s2.0-85056939399
"Shah, S.A., Seker, D.Z., Rathore, M.M., Hameed, S., Ben Yahia, S., Draheim, D.","57194554620;6602931561;56650727000;54787659900;57210079822;57200287738;","Towards Disaster Resilient Smart Cities: Can Internet of Things and Big Data Analytics Be the Game Changers?",2019,"IEEE Access","7",, 8759905,"91885","91903",,,"10.1109/ACCESS.2019.2928233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073885131&doi=10.1109%2fACCESS.2019.2928233&partnerID=40&md5=6d8c247ec1ea3f45a0aa4f59e236368f",Article,"Final",Open Access,Scopus,2-s2.0-85073885131
"Rahman, M.A., Rashid, M.M., Shamim Hossain, M., Hassanain, E., Alhamid, M.F., Guizani, M.","8412328000;16043952800;57195457192;15925367200;35172607500;7004750176;","Blockchain and IoT-Based Cognitive Edge Framework for Sharing Economy Services in a Smart City",2019,"IEEE Access","7",, 8629866,"18611","18621",,5,"10.1109/ACCESS.2019.2896065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062236239&doi=10.1109%2fACCESS.2019.2896065&partnerID=40&md5=22c9717e4455bcff7adcfbc6370ccac8",Article,"Final",Open Access,Scopus,2-s2.0-85062236239
"Tierney, T.F.","35178401100;","Big Data, Big Rhetoric in Toronto’s Smart City",2019,"Architecture and Culture",,,,"","",,,"10.1080/20507828.2019.1631062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074704783&doi=10.1080%2f20507828.2019.1631062&partnerID=40&md5=a8269dca8ef4653f49e5af59493feeae",Article,"Article in Press",,Scopus,2-s2.0-85074704783
"Pujol, F.A., Mora, H., Pertegal, M.L.","7006064536;55664769000;57211448818;","A soft computing approach to violence detection in social media for smart cities",2019,"Soft Computing",,,,"","",,,"10.1007/s00500-019-04310-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073949338&doi=10.1007%2fs00500-019-04310-x&partnerID=40&md5=bc35f5bd32878c072fbde465cc1337d6",Article,"Article in Press",,Scopus,2-s2.0-85073949338
"Abosaq, N.H.","35175513100;","Impact of privacy issues on smart city services in a model smart city",2019,"International Journal of Advanced Computer Science and Applications","10","2",,"177","185",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063565055&partnerID=40&md5=5cd9f6a6dce0ac34a9993c282662189a",Article,"Final",,Scopus,2-s2.0-85063565055
"Dowling, R., McGuirk, P., Gillon, C.","7102921193;7004200352;56399323400;","Strategic or Piecemeal? Smart City Initiatives in Sydney and Melbourne",2019,"Urban Policy and Research",,,,"","",,,"10.1080/08111146.2019.1674647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075377907&doi=10.1080%2f08111146.2019.1674647&partnerID=40&md5=1f51c39379ae5b4cb7dfdffd1f86437d",Article,"Article in Press",,Scopus,2-s2.0-85075377907
"Yu, H., Yang, Z., Sinnott, R.O.","57193690304;57193159652;55445268400;","Decentralized Big Data Auditing for Smart City Environments Leveraging Blockchain Technology",2019,"IEEE Access","7",, 8584425,"6288","6296",,2,"10.1109/ACCESS.2018.2888940","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059031651&doi=10.1109%2fACCESS.2018.2888940&partnerID=40&md5=32f76c38938456783c040de45d52ea14",Article,"Final",Open Access,Scopus,2-s2.0-85059031651
"Pantoli, L., Barile, G., Leoni, A., Muttillo, M., Stornelli, V.","25422125200;57192371133;57191259540;56724184000;9640252200;","Electronic interface for LiDar system and smart cities applications",2019,"Journal of Communications Software and Systems","15","2",,"118","125",,,"10.24138/jcomss.v15i2.692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068475556&doi=10.24138%2fjcomss.v15i2.692&partnerID=40&md5=5f91779f0701755abf78edb8f57550be",Article,"Final",Open Access,Scopus,2-s2.0-85068475556
"Pan, X., Zhou, W., Lu, Y., Sun, N.","24367006200;57209257068;57189031863;55321808900;","Prediction of network traffic of smart cities based on DE-BP neural network",2019,"IEEE Access","7",, 8698764,"55807","55816",,1,"10.1109/ACCESS.2019.2913017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067031688&doi=10.1109%2fACCESS.2019.2913017&partnerID=40&md5=711f598e96aedd036266f3d617e2cfdb",Article,"Final",Open Access,Scopus,2-s2.0-85067031688
"Hashemi, S.M.","57188694478;","Secure routing for IoT base on polling system",2019,"Journal of Engineering and Applied Sciences","14","2",,"502","506",,,"10.3923/jeasci.2019.502.506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059625930&doi=10.3923%2fjeasci.2019.502.506&partnerID=40&md5=8189866653fdaf83062db79c96c5c8bc",Article,"Final",,Scopus,2-s2.0-85059625930
"Gheisari, M., Pham, Q.-V., Alazab, M., Zhang, X., Fernandez-Campusano, C., Srivastava, G.","57196006880;56884048100;36661792200;55715341500;56692168000;57202588447;","ECA: An edge computing architecture for privacy-preserving in IoT-Based smart city",2019,"IEEE Access","7",, 8811469,"155779","155786",,1,"10.1109/ACCESS.2019.2937177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074646608&doi=10.1109%2fACCESS.2019.2937177&partnerID=40&md5=24a6ab025ff4b76065d22a45228ce914",Article,"Final",Open Access,Scopus,2-s2.0-85074646608
"Guevara, N.E.O., Diaz, C.O., Sguerra, M.D., Martinez, M.H., Agudelo, O.A., Suarez, J.A.R., Rodriguez, A.P.M., Acuña, G.A.Á., Garcia, A.C.L.","57194411623;57210792147;57210801188;57199461949;57195914510;57197792838;57210792118;57210788315;57210792647;","Towards the design and implementation of a Smart City in Bogotá, Colombia",2019,"Revista Facultad de Ingenieria",,"93",,"41","56",,,"10.17533/udea.redin.20190407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071490285&doi=10.17533%2fudea.redin.20190407&partnerID=40&md5=ed9915ca5dea3b91d8cf9a17a2ad7254",Article,"Final",Open Access,Scopus,2-s2.0-85071490285
"Miguel, B.P., Ferreira, F.A.F., Banaitis, A., Banaitienė, N., Kavaliauskienė, I.M., Falcão, P.F.","57209979254;37115389700;11139220100;11138974400;57209970940;57202319813;","An expanded conceptualization of “Smart” cities: Adding value with fuzzy cognitive maps",2019,"E a M: Ekonomie a Management","22","1",,"4","21",,1,"10.15240/tul/001/2019-1-001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069157919&doi=10.15240%2ftul%2f001%2f2019-1-001&partnerID=40&md5=bb0103c1a6161449756ec27446187c6f",Article,"Final",Open Access,Scopus,2-s2.0-85069157919
"Kulandaivel, R., Balasubramaniam, M., Al-Turjman, F., Mostarda, L., Ramachandran, M., Patan, R.","57211540153;57211539732;20336944100;8935043100;37061393600;56623165100;","Intelligent data delivery approach for smart cities using road side units",2019,"IEEE Access","7",,,"139462","139474",,,"10.1109/ACCESS.2019.2943013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074350209&doi=10.1109%2fACCESS.2019.2943013&partnerID=40&md5=0400f7d09b0b56bd6ce37404a30825dd",Article,"Final",Open Access,Scopus,2-s2.0-85074350209
"Li, Z., Al Hassan, R., Shahidehpour, M., Bahramirad, S., Khodaei, A.","57092376600;57205327317;6603715241;56273171300;23008649300;","A Hierarchical Framework for Intelligent Traffic Management in Smart Cities",2019,"IEEE Transactions on Smart Grid","10","1", 8030345,"691","701",,3,"10.1109/TSG.2017.2750542","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059583800&doi=10.1109%2fTSG.2017.2750542&partnerID=40&md5=dd5c1aa238c747205a205c85e7e55234",Article,"Final",,Scopus,2-s2.0-85059583800
"Wang, H., Xu, L., Lin, W., Xiao, P., Wen, R.","56602391900;55606481600;35262699300;23995859900;57206469264;","Physical Layer Security Performance of Wireless Mobile Sensor Networks in Smart City",2019,"IEEE Access","7",, 8631014,"15436","15443",,,"10.1109/ACCESS.2019.2895338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061722613&doi=10.1109%2fACCESS.2019.2895338&partnerID=40&md5=1230cd7dad87f2481c2da38524586e4f",Article,"Final",Open Access,Scopus,2-s2.0-85061722613
"MacHado, K.L.S., Boukerche, A., Cerqueira, E.C., Loureiro, A.","54891418900;7005819374;23134706000;7006541504;","A Data-Centric Approach for Social and Spatiotemporal Sensing in Smart Cities",2019,"IEEE Internet Computing","23","1", 8536433,"9","18",,2,"10.1109/MIC.2018.2881517","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056582175&doi=10.1109%2fMIC.2018.2881517&partnerID=40&md5=d0a8c44edb8173482f046da3a1bfb65b",Article,"Final",,Scopus,2-s2.0-85056582175
"Zuzul, T.W.","25931883800;","“Matter battles”: Cognitive representations, boundary objects, and the failure of collaboration in two smart cities",2019,"Academy of Management Journal","62","3",,"739","764",,3,"10.5465/amj.2016.0625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056893122&doi=10.5465%2famj.2016.0625&partnerID=40&md5=5cf217cbb4fd41f650fe27ef66af5148",Article,"Final",,Scopus,2-s2.0-85056893122
"Wirtz, B.W., Müller, W.M., Schmidt, F.","33768235800;57204954313;57210114334;","Public Smart Service Provision in Smart Cities: A Case-Study-Based Approach",2019,"International Journal of Public Administration",,,,"","",,,"10.1080/01900692.2019.1636395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069468259&doi=10.1080%2f01900692.2019.1636395&partnerID=40&md5=64a2abbb74fec756d47bb5cd2285e998",Article,"Article in Press",,Scopus,2-s2.0-85069468259
"Nam, K., Dutt, C.S., Chathoth, P., Khan, M.S.","7203002244;56938435200;6505845299;55801144000;","Blockchain technology for smart city and smart tourism: latest trends and challenges",2019,"Asia Pacific Journal of Tourism Research",,,,"","",,2,"10.1080/10941665.2019.1585376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062346266&doi=10.1080%2f10941665.2019.1585376&partnerID=40&md5=80b7b8f8a6a25c763238329ffdafeacd",Article,"Article in Press",,Scopus,2-s2.0-85062346266
"Masucci, M., Pearsall, H., Wiig, A.","8321685000;26431069500;55934101300;","The Smart City Conundrum for Social Justice: Youth Perspectives on Digital Technologies and Urban Transformations",2019,"Annals of the American Association of Geographers",,,,"","",,1,"10.1080/24694452.2019.1617101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068208203&doi=10.1080%2f24694452.2019.1617101&partnerID=40&md5=a1efcefaf906fa1bd567e4dfb1a0ad95",Article,"Article in Press",,Scopus,2-s2.0-85068208203
